year,ccode
2019,850
2019,860
2019,900
2019,910
2019,920
2019,935
2019,940
2019,946
2019,947
2019,950
2019,955
2019,970
2019,983
2019,986
2019,987
2019,990
2020,2
2020,20
2020,31
2020,40
2020,41
2020,42
2020,51
2020,52
2020,53
2020,54
2020,55
2020,56
2020,57
2020,58
2020,60
2020,70
2020,80
2020,90
2020,91
2020,92
2020,93
2020,94
2020,95
2020,100
2020,101
2020,110
2020,115
2020,130
2020,135
2020,140
2020,145
2020,150
2020,155
2020,160
2020,165
2020,200
2020,205
2020,210
2020,211
2020,212
2020,220
2020,221
2020,223
2020,225
2020,230
2020,232
2020,235
2020,240
2020,245
2020,255
2020,260
2020,265
2020,267
2020,269
2020,271
2020,273
2020,275
2020,280
2020,290
2020,300
2020,305
2020,310
2020,315
2020,316
2020,317
2020,325
2020,327
2020,329
2020,331
2020,332
2020,335
2020,337
2020,338
2020,339
2020,343
2020,344
2020,345
2020,346
2020,349
2020,350
2020,352
2020,355
2020,359
2020,360
2020,365
2020,366
2020,367
2020,368
2020,369
2020,370
2020,371
2020,372
2020,373
2020,375
2020,380
2020,385
2020,390
2020,395
2020,402
2020,403
2020,404
2020,411
2020,420
2020,432
2020,433
2020,434
2020,435
2020,436
2020,437
2020,438
2020,439
2020,450
2020,451
2020,452
2020,461
2020,471
2020,475
2020,481
2020,482
2020,483
2020,484
2020,490
2020,500
2020,501
2020,510
2020,511
2020,516
2020,517
2020,520
2020,522
2020,530
2020,531
2020,540
2020,541
2020,551
2020,552
2020,553
2020,560
2020,565
2020,570
2020,571
2020,572
2020,580
2020,581
2020,590
2020,591
2020,600
2020,615
2020,616
2020,620
2020,625
2020,630
2020,640
2020,645
2020,651
2020,652
2020,660
2020,663
2020,666
2020,670
2020,678
2020,679
2020,680
2020,690
2020,692
2020,694
2020,696
2020,698
2020,700
2020,701
2020,702
2020,703
2020,704
2020,705
2020,710
2020,712
2020,713
2020,730
2020,731
2020,732
2020,740
2020,750
2020,760
2020,770
2020,771
2020,775
2020,780
2020,781
2020,790
2020,800
2020,811
2020,812
2020,816
2020,817
2020,820
2020,830
2020,835
2020,840
2020,850
2020,860
2020,900
2020,910
2020,920
2020,935
2020,940
2020,946
2020,947
2020,950
2020,955
2020,970
2020,983
2020,986
2020,987
2020,990
2021,2
2021,20
2021,31
2021,40
2021,41
2021,42
2021,51
2021,52
2021,53
2021,54
2021,55
2021,56
2021,57
2021,58
2021,60
2021,70
2021,80
2021,90
2021,91
2021,92
2021,93
2021,94
2021,95
2021,100
2021,101
2021,110
2021,115
2021,130
2021,135
2021,140
2021,145
2021,150
2021,155
2021,160
2021,165
2021,200
2021,205
2021,210
2021,211
2021,212
2021,220
2021,221
2021,223
2021,225
2021,230
2021,232
2021,235
2021,240
2021,245
2021,255
2021,260
2021,265
2021,267
2021,269
2021,271
2021,273
2021,275
2021,280
2021,290
2021,300
2021,305
2021,310
2021,315
2021,316
2021,317
2021,325
2021,327
2021,329
2021,331
2021,332
2021,335
2021,337
2021,338
2021,339
2021,343
2021,344
2021,345
2021,346
2021,349
2021,350
2021,352
2021,355
2021,359
2021,360
2021,365
2021,366
2021,367
2021,368
2021,369
2021,370
2021,371
2021,372
2021,373
2021,375
2021,380
2021,385
2021,390
2021,395
2021,402
2021,403
2021,404
2021,411
2021,420
2021,432
2021,433
2021,434
2021,435
2021,436
2021,437
2021,438
2021,439
2021,450
2021,451
2021,452
2021,461
2021,471
2021,475
2021,481
2021,482
2021,483
2021,484
2021,490
2021,500
2021,501
2021,510
2021,511
2021,516
2021,517
2021,520
2021,522
2021,530
2021,531
2021,540
2021,541
2021,551
2021,552
2021,553
2021,560
2021,565
2021,570
2021,571
2021,572
2021,580
2021,581
2021,590
2021,591
2021,600
2021,615
2021,616
2021,620
2021,625
2021,630
2021,640
2021,645
2021,651
2021,652
2021,660
2021,663
2021,666
2021,670
2021,678
2021,679
2021,680
2021,690
2021,692
2021,694
2021,696
2021,698
2021,700
2021,701
2021,702
2021,703
2021,704
2021,705
2021,710
2021,712
2021,713
2021,730
2021,731
2021,732
2021,740
2021,750
2021,760
2021,770
2021,771
2021,775
2021,780
2021,781
2021,790
2021,800
2021,811
2021,812
2021,816
2021,817
2021,820
2021,830
2021,835
2021,840
2021,850
2021,860
2021,900
2021,910
2021,920
2021,935
2021,940
2021,946
2021,947
2021,950
2021,955
2021,970
2021,983
2021,986
2021,987
2021,990
